city_type,date,state,district,pincode,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643211,0.0,0.0,0.0,0.0,11.0,22.0,8.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643212,0.0,0.0,0.0,0.0,0.0,28.0,12.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643213,0.0,0.0,0.0,0.0,0.0,7.0,1.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643214,0.0,0.0,0.0,0.0,4.0,4.0,2.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643215,0.0,0.0,0.0,0.0,0.0,5.0,2.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643216,0.0,0.0,0.0,1.0,2.0,3.0,3.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643217,0.0,0.0,0.0,0.0,0.0,49.0,12.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643218,0.0,0.0,0.0,0.0,2.0,2.0,1.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643219,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643220,0.0,0.0,0.0,1.0,4.0,6.0,2.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643221,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643223,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643224,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643225,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643226,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643228,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643231,0.0,0.0,0.0,1.0,1.0,20.0,1.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643233,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643236,0.0,0.0,0.0,0.0,1.0,4.0,1.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643237,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643239,0.0,0.0,0.0,0.0,6.0,4.0,7.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643240,0.0,0.0,0.0,0.0,0.0,3.0,5.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643241,0.0,0.0,0.0,0.0,0.0,6.0,3.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643242,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643243,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Non-Metropolitan,2025-04-12,Tamil Nadu,The Nilgiris,643253,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670001,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670002,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670003,0.0,0.0,0.0,0.0,0.0,3.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670004,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670005,0.0,0.0,0.0,0.0,4.0,2.0,7.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670006,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670007,0.0,0.0,0.0,1.0,8.0,1.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670008,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670009,0.0,0.0,0.0,0.0,0.0,2.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670010,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670011,0.0,0.0,0.0,0.0,0.0,1.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670012,0.0,0.0,0.0,0.0,2.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670014,0.0,0.0,0.0,0.0,4.0,0.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670018,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670101,0.0,0.0,0.0,0.0,10.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670102,0.0,0.0,0.0,0.0,12.0,0.0,10.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670103,0.0,0.0,0.0,1.0,6.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670104,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670105,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670106,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670107,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670141,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670142,0.0,0.0,0.0,1.0,13.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670143,0.0,0.0,0.0,0.0,5.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670301,0.0,0.0,0.0,1.0,13.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670302,0.0,0.0,0.0,2.0,7.0,2.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670303,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670304,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670305,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670306,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670307,0.0,0.0,0.0,2.0,22.0,4.0,16.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670308,0.0,0.0,0.0,0.0,9.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670309,0.0,0.0,0.0,0.0,8.0,1.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670325,0.0,0.0,0.0,3.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670331,0.0,0.0,0.0,0.0,7.0,1.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670334,0.0,0.0,0.0,1.0,7.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670353,0.0,0.0,0.0,1.0,2.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670358,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670501,0.0,0.0,0.0,0.0,3.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670502,0.0,0.0,0.0,1.0,10.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670503,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670504,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670511,0.0,0.0,0.0,0.0,7.0,3.0,7.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,670511,0.0,0.0,0.0,0.0,4.0,1.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670521,0.0,0.0,0.0,0.0,0.0,3.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670561,0.0,0.0,0.0,1.0,8.0,1.0,10.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670562,0.0,0.0,0.0,0.0,9.0,2.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670571,0.0,0.0,0.0,0.0,15.0,1.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670581,0.0,0.0,0.0,4.0,7.0,1.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670582,0.0,0.0,0.0,1.0,8.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670591,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670592,0.0,0.0,0.0,0.0,7.0,5.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670593,0.0,0.0,0.0,0.0,0.0,2.0,11.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670594,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670595,0.0,0.0,0.0,0.0,7.0,0.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670601,0.0,0.0,0.0,1.0,6.0,3.0,9.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670602,0.0,0.0,0.0,1.0,9.0,4.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670604,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670611,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670612,0.0,0.0,0.0,0.0,10.0,6.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670613,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670621,0.0,0.0,0.0,2.0,16.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670622,0.0,0.0,0.0,0.0,0.0,1.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670631,0.0,0.0,0.0,0.0,13.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670632,0.0,0.0,0.0,0.0,3.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670633,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670641,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670642,0.0,0.0,0.0,0.0,5.0,3.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670643,0.0,0.0,0.0,0.0,0.0,5.0,10.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,670644,0.0,0.0,0.0,0.0,5.0,2.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,670645,0.0,0.0,0.0,0.0,0.0,3.0,16.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,670646,0.0,0.0,0.0,0.0,9.0,0.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670649,0.0,0.0,0.0,0.0,0.0,2.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670650,0.0,0.0,0.0,0.0,19.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670651,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670661,0.0,0.0,0.0,0.0,7.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670662,0.0,0.0,0.0,0.0,11.0,0.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670663,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670671,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670672,0.0,0.0,0.0,0.0,14.0,1.0,6.0
Non-Metropolitan,2025-04-12,Puducherry,Puducherry,670672,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670673,0.0,0.0,0.0,0.0,13.0,0.0,7.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670674,0.0,0.0,0.0,2.0,10.0,1.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670675,0.0,0.0,0.0,2.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670676,0.0,0.0,0.0,0.0,11.0,1.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670691,0.0,0.0,0.0,0.0,10.0,2.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670692,0.0,0.0,0.0,0.0,19.0,1.0,15.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670693,0.0,0.0,0.0,0.0,20.0,2.0,9.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670694,0.0,0.0,0.0,0.0,6.0,2.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670701,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670702,0.0,0.0,0.0,3.0,23.0,6.0,14.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670703,0.0,0.0,0.0,3.0,9.0,1.0,12.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670704,0.0,0.0,0.0,1.0,8.0,5.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670705,0.0,0.0,0.0,0.0,10.0,1.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670706,0.0,0.0,0.0,2.0,11.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,670721,0.0,0.0,0.0,1.0,14.0,5.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,670731,0.0,0.0,0.0,3.0,13.0,2.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,670741,0.0,0.0,0.0,2.0,9.0,0.0,7.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671121,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671121,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671122,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671123,0.0,0.0,0.0,0.0,13.0,2.0,13.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671124,0.0,0.0,0.0,0.0,0.0,4.0,13.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671310,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671310,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671311,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671312,0.0,0.0,0.0,0.0,7.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671313,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671314,0.0,0.0,0.0,1.0,14.0,11.0,11.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671315,0.0,0.0,0.0,0.0,0.0,1.0,8.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671316,0.0,0.0,0.0,1.0,19.0,9.0,13.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671316,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671317,0.0,0.0,0.0,3.0,13.0,4.0,12.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671318,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671318,0.0,0.0,0.0,0.0,2.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671319,0.0,0.0,0.0,0.0,0.0,3.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671321,0.0,0.0,0.0,3.0,23.0,10.0,10.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671321,0.0,0.0,0.0,0.0,2.0,0.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671322,0.0,0.0,0.0,1.0,19.0,2.0,11.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671322,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671323,0.0,0.0,0.0,0.0,0.0,4.0,16.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671323,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671324,0.0,0.0,0.0,1.0,7.0,3.0,6.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671324,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671326,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671348,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671348,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671351,0.0,0.0,0.0,0.0,2.0,1.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671531,0.0,0.0,0.0,0.0,27.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671531,0.0,0.0,0.0,0.0,6.0,2.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671532,0.0,0.0,0.0,1.0,5.0,9.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671532,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671533,0.0,0.0,0.0,0.0,0.0,2.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671533,0.0,0.0,0.0,0.0,5.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671541,0.0,0.0,0.0,0.0,35.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671542,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671542,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671543,0.0,0.0,0.0,1.0,17.0,7.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Kasargod,671543,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671551,0.0,0.0,0.0,0.0,5.0,5.0,13.0
Non-Metropolitan,2025-04-12,Kerala,Kasaragod,671552,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673001,0.0,0.0,0.0,1.0,9.0,3.0,6.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673003,0.0,0.0,0.0,3.0,26.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673004,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673005,0.0,0.0,0.0,1.0,11.0,1.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673006,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673007,0.0,0.0,0.0,0.0,17.0,6.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673008,0.0,0.0,0.0,2.0,26.0,14.0,15.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673009,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673010,0.0,0.0,0.0,0.0,0.0,6.0,17.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673011,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673012,0.0,0.0,0.0,1.0,11.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673014,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673015,0.0,0.0,0.0,3.0,14.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673016,0.0,0.0,0.0,0.0,8.0,9.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673017,0.0,0.0,0.0,0.0,8.0,10.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673018,0.0,0.0,0.0,1.0,5.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673019,0.0,0.0,0.0,4.0,30.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673021,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673027,0.0,0.0,0.0,0.0,0.0,4.0,9.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673028,0.0,0.0,0.0,0.0,20.0,4.0,4.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673029,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673032,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673101,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673102,0.0,0.0,0.0,0.0,3.0,1.0,5.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673103,0.0,0.0,0.0,0.0,9.0,3.0,6.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673104,0.0,0.0,0.0,2.0,16.0,5.0,14.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673105,0.0,0.0,0.0,0.0,10.0,0.0,8.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673106,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,673121,0.0,0.0,0.0,0.0,25.0,7.0,13.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,673122,0.0,0.0,0.0,1.0,11.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Wayanad,673123,0.0,0.0,0.0,0.0,5.0,1.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673301,0.0,0.0,0.0,0.0,0.0,1.0,9.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673302,0.0,0.0,0.0,0.0,4.0,1.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673303,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673304,0.0,0.0,0.0,0.0,11.0,0.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673305,0.0,0.0,0.0,2.0,6.0,1.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673306,0.0,0.0,0.0,0.0,7.0,3.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673307,0.0,0.0,0.0,2.0,19.0,3.0,7.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673308,0.0,0.0,0.0,1.0,3.0,3.0,5.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673309,0.0,0.0,0.0,3.0,10.0,2.0,1.0
Metropolitan,2025-04-12,Pondicherry,Pondicherry,673310,0.0,0.0,0.0,0.0,7.0,0.0,5.0
Non-Metropolitan,2025-04-12,Puducherry,Puducherry,673310,0.0,0.0,0.0,0.0,3.0,0.0,4.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,673311,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,673312,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,673313,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Non-Metropolitan,2025-04-12,Kerala,Malappuram,673314,0.0,0.0,0.0,1.0,13.0,2.0,4.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673315,0.0,0.0,0.0,1.0,16.0,1.0,11.0
Non-Metropolitan,2025-04-12,Kerala,Kannur,673316,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673317,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673323,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673328,0.0,0.0,0.0,0.0,7.0,2.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673501,0.0,0.0,0.0,1.0,1.0,1.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673502,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673503,0.0,0.0,0.0,1.0,7.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673504,0.0,0.0,0.0,3.0,10.0,2.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673505,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673506,0.0,0.0,0.0,2.0,31.0,0.0,0.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673507,0.0,0.0,0.0,2.0,19.0,2.0,27.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673508,0.0,0.0,0.0,0.0,0.0,6.0,12.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673509,0.0,0.0,0.0,0.0,16.0,0.0,6.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673513,0.0,0.0,0.0,2.0,15.0,0.0,9.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673517,0.0,0.0,0.0,1.0,10.0,9.0,5.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673521,0.0,0.0,0.0,0.0,9.0,0.0,3.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673522,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673523,0.0,0.0,0.0,0.0,9.0,1.0,7.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673524,0.0,0.0,0.0,0.0,20.0,17.0,15.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673525,0.0,0.0,0.0,2.0,22.0,43.0,16.0
Metropolitan,2025-04-12,Kerala,Kozhikode,673526,0.0,0.0,0.0,0.0,6.0,1.0,2.0
